dateStr=2015-12-24;timeStr=19:06:13;seconds=3533828773.199000;fileVersion=20151224;numObjects=1343;numSessions=6;
masterIdx,map,session,spineMapRow,segmentMapRow,Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,idx_ch1,x_ch1,y_ch1,z_ch1,sLen2d_ch1,sLen3d_ch1,intmSeconds_ch1,isDirty_ch1,intBad_ch1,intManual_ch1,spineWidth_ch1,extendHead_ch1,extendTail_ch1,scaleRadius_ch1,zPlusMinus_ch1,sSum_ch1,sMean_ch1,sSD_ch1,sN_ch1,sbSum_ch1,sbMean_ch1,sbSD_ch1,sbN_ch1,sbxyManual_ch1,sbxPos_ch1,sbyPos_ch1,dSum_ch1,dMean_ch1,dSD_ch1,dN_ch1,dPlus_ch1,dMinus_ch1,dbSum_ch1,dbMean_ch1,dbSD_ch1,dbN_ch1,ubssSum_ch1,ubssMean_ch1,ubsdSum_ch1,ubsdMean_ch1,idx_ch2,x_ch2,y_ch2,z_ch2,sLen2d_ch2,sLen3d_ch2,intmSeconds_ch2,isDirty_ch2,intBad_ch2,intManual_ch2,spineWidth_ch2,extendHead_ch2,extendTail_ch2,scaleRadius_ch2,zPlusMinus_ch2,sSum_ch2,sMean_ch2,sSD_ch2,sN_ch2,sbSum_ch2,sbMean_ch2,sbSD_ch2,sbN_ch2,sbxyManual_ch2,sbxPos_ch2,sbyPos_ch2,dSum_ch2,dMean_ch2,dSD_ch2,dN_ch2,dPlus_ch2,dMinus_ch2,dbSum_ch2,dbMean_ch2,dbSD_ch2,dbN_ch2,ubssSum_ch2,ubssMean_ch2,ubsdSum_ch2,ubsdMean_ch2,
31,rr49c,0,31,1,31,controlPnt,2,9.7557,41.773,9,1,,1,1072,6.3238,-53.423,,,center,0,9.72,41.76,9,2015-10-17,18:23:41,2015-10-17,18:23:41,3527951021.068000,3527951021.069000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,31.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
32,rr49c,0,32,1,32,controlPnt,2,13.795,42.599,12,1,,1,1107,11.05,-48.697,,,center,0,13.8,42.6,12,2015-10-17,18:23:42,2015-10-17,18:23:42,3527951022.774000,3527951022.775000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,32.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
33,rr49c,0,33,1,33,controlPnt,2,18.384,43.517,18,1,,1,1147,16.277,-43.47,,,center,0,18.36,43.56,18,2015-10-17,18:23:44,2015-10-17,18:23:44,3527951024.937000,3527951024.937000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,33.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
34,rr49c,0,34,1,34,controlPnt,2,25.03,44.343,22,1,,1,1204,23.544,-36.203,,,center,0,25.08,44.4,22,2015-10-17,18:23:51,2015-10-17,18:23:51,3527951031.911000,3527951031.912000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,34.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
35,rr49c,0,35,1,35,controlPnt,2,29.803,45.322,24,1,,1,1246,29.06,-30.687,,,center,0,29.76,45.36,24,2015-10-17,18:23:54,2015-10-17,18:23:54,3527951034.143000,3527951034.143000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,35.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
36,rr49c,0,36,1,36,controlPnt,2,35.8,47.525,28,1,,1,1297,36.054,-23.693,,,center,0,35.76,47.52,28,2015-10-17,18:23:56,2015-10-17,18:23:56,3527951036.483000,3527951036.483000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,36.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
37,rr49c,0,37,1,37,controlPnt,2,44.368,48.26,31,1,,1,1370,45.39,-14.357,,,center,0,44.4,48.24,31,2015-10-17,18:24:00,2015-10-17,18:24:00,3527951040.650000,3527951040.650000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,37.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
38,rr49c,0,38,1,38,controlPnt,2,50.854,52.054,34,1,,1,1425,53.461,-6.2862,,,center,0,50.88,52.08,34,2015-10-17,18:24:04,2015-10-17,18:24:04,3527951044.773000,3527951044.773000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,38.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
39,rr49c,0,39,1,39,controlPnt,2,56.582,51.931,38,1,,1,1474,59.867,0.12,,,center,0,56.64,51.96,38,2015-10-17,18:24:13,2015-10-17,18:24:13,3527951053.882000,3527951053.883000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,39.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
40,rr49c,0,40,1,40,controlPnt,2,60.988,53.155,40,1,,1,1512,64.953,5.2062,,,center,0,60.96,53.16,40,2015-10-17,18:24:15,2015-10-17,18:24:15,3527951055.551000,3527951055.551000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,40.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
41,rr49c,0,41,1,41,controlPnt,2,66.496,54.502,40,1,,1,1559,71.119,11.372,,,center,0,66.48,54.48,40,2015-10-17,18:24:16,2015-10-17,18:24:16,3527951056.371000,3527951056.371000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,41.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
42,rr49c,0,42,1,42,controlPnt,2,73.105,56.827,43,1,,1,1615,78.813,19.066,,,center,0,73.08,56.88,43,2015-10-17,18:24:19,2015-10-17,18:24:19,3527951059.375000,3527951059.375000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,42.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
43,rr49c,0,43,1,43,controlPnt,2,77.878,57.194,45,1,,1,1656,84.06,24.313,,,center,0,77.88,57.24,45,2015-10-17,18:24:20,2015-10-17,18:24:20,3527951060.980000,3527951060.980000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,43.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
44,rr49c,0,44,1,44,controlPnt,2,84.12,58.663,47,1,,1,1709,91.195,31.448,,,center,0,84.12,58.68,47,2015-10-17,18:24:23,2015-10-17,18:24:23,3527951063.005000,3527951063.005000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,44.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
45,rr49c,0,45,1,45,controlPnt,2,89.872,60.376,47,1,,1,1758,97.75,38.003,,,center,0,89.88,60.36,47,2015-10-17,18:24:24,2015-10-17,18:24:24,3527951064.655000,3527951064.655000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,45.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
46,rr49c,0,46,1,46,controlPnt,2,95.992,61.6,49,1,,1,1810,104.86,45.117,,,center,0,96,61.56,49,2015-10-17,18:24:29,2015-10-17,18:24:29,3527951069.771000,3527951069.771000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,46.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
47,rr49c,0,47,1,47,controlPnt,2,101.25,64.538,52,1,,1,1860,111.84,52.091,,,center,0,101.28,64.56,52,2015-10-17,18:24:32,2015-10-17,18:24:32,3527951072.348000,3527951072.348000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,47.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,47.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
48,rr49c,0,48,1,48,controlPnt,2,103.95,66.863,59,1,,1,1888,115.7,55.956,,,center,0,103.92,66.84,59,2015-10-17,18:24:47,2015-10-17,18:24:47,3527951087.134000,3527951087.135000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,48.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
49,rr49c,0,49,1,49,controlPnt,2,108.48,65.762,59,1,,1,1928,121.38,61.631,,,center,0,108.48,65.76,59,2015-10-17,18:24:48,2015-10-17,18:24:48,3527951088.242000,3527951088.242000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,49.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
50,rr49c,0,50,1,50,controlPnt,2,112.29,67.01,59,1,,1,1962,125.98,66.237,,,center,0,112.32,66.96,59,2015-10-17,18:27:22,2015-10-17,18:27:22,3527951242.464000,3527951242.465000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,50.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
51,rr49c,0,51,1,51,controlPnt,2,116.7,69.213,57,1,,1,2003,131.68,71.931,,,center,0,116.76,69.24,57,2015-10-17,18:27:35,2015-10-17,18:27:35,3527951255.754000,3527951255.755000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,51.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
52,rr49c,0,52,1,52,controlPnt,2,119.39,72.15,57,1,,1,2036,136.41,76.666,,,center,0,119.4,72.12,57,2015-10-17,18:27:37,2015-10-17,18:27:37,3527951257.510000,3527951257.512000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,52.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
53,rr49c,0,53,2,53,pivotPnt,3,75.6,27.48,27,1,,2,2378,,0,,,,,,,,2015-10-17,18:45:45,2015-10-21,11:59:21,3527952345.946000,3528273561.274000,Nancy Luo,,,,,,,,,,,,,,,,,,,,,,,,,53.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
54,rr49c,0,54,2,54,controlPnt,2,42.373,0.34389,7,1,,2,2037,0,-48.808,,,center,0,42.36,0.36,7,2015-10-17,18:45:55,2015-10-17,18:45:55,3527952355.945000,3527952355.945000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,54.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
55,rr49c,0,55,2,55,controlPnt,2,47.054,3.7402,9,1,,2,2083,6.5638,-42.244,,,center,0,47.04,3.72,9,2015-10-17,18:45:57,2015-10-17,18:45:57,3527952357.340000,3527952357.341000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,55.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
56,rr49c,0,56,2,56,controlPnt,2,50.818,6.5858,9,1,,2,2124,12.109,-36.698,,,center,0,50.76,6.6,9,2015-10-17,18:45:58,2015-10-17,18:45:58,3527952358.355000,3527952358.356000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,56.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
57,rr49c,0,57,2,57,controlPnt,2,55.04,10.074,12,1,,2,2169,18.632,-30.176,,,center,0,55.08,10.08,12,2015-10-17,18:45:59,2015-10-17,18:45:59,3527952359.680000,3527952359.681000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,57.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
58,rr49c,0,58,2,58,controlPnt,2,61.649,14.572,15,1,,2,2229,27.352,-21.455,,,center,0,61.68,14.52,15,2015-10-17,18:46:01,2015-10-17,18:46:01,3527952361.741000,3527952361.742000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,58.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
59,rr49c,0,59,2,59,controlPnt,2,65.964,16.591,18,1,,2,2266,32.617,-16.191,,,center,0,66,16.56,18,2015-10-17,18:46:03,2015-10-17,18:46:03,3527952363.169000,3527952363.169000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,59.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
60,rr49c,0,60,2,60,controlPnt,2,68.534,20.447,20,1,,2,2301,37.641,-11.166,,,center,0,68.52,20.4,20,2015-10-17,18:46:04,2015-10-17,18:46:04,3527952364.725000,3527952364.725000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,60.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
61,rr49c,0,61,2,61,controlPnt,2,72.573,22.925,24,1,,2,2337,42.935,-5.8729,,,center,0,72.6,22.92,24,2015-10-17,18:46:06,2015-10-17,18:46:06,3527952366.656000,3527952366.656000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,61.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,61.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
62,rr49c,0,62,2,62,controlPnt,2,75.326,27.331,26,1,,2,2375,48.518,-0.2897,,,center,0,75.36,27.36,26,2015-10-17,18:46:08,2015-10-17,18:46:08,3527952368.030000,3527952368.030000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,62.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
63,rr49c,0,63,2,63,controlPnt,2,78.815,29.626,31,1,,2,2405,52.942,4.1347,,,center,0,78.84,29.64,31,2015-10-17,18:46:09,2015-10-17,18:46:09,3527952369.870000,3527952369.870000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,63.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
